PVPenetrationPercent,ControlStrategy,Time_h,LoadMultiplier,Irradiance,MinVoltage,MaxVoltage,MeanAbsVoltageDeviation,ActiveLoss_kW,VoltageViolationCount,PVCurtailment_kW,ReactivePower_kVAr
150,voltwatt,1,0.52999967740537,0,0.951085684563017,1,0.0278886569359285,55.0615867645848,0,0,0
150,voltwatt,2,0.529997836439101,0,0.951085861967872,1,0.0278885561228019,55.0611893443371,0,0,0
150,voltwatt,3,0.529987794834851,0,0.951086829626831,1,0.0278880062351836,55.0590216312241,0,0,0
150,voltwatt,4,0.529942086375913,0,0.951091234300045,1,0.027885503208516,55.0491549820024,0,0,0
150,voltwatt,5,0.52976885719901,0,0.951107927126702,1,0.0278760172261601,55.0117703053834,0,0,0
150,voltwatt,6,0.529224034259796,0,0.951160424442476,1,0.0278461845891152,54.8942810472785,0,0,0
150,voltwatt,7,0.527808874421146,0.226097548585906,0.977038059214621,1,0.0110077119764414,27.0397576846545,0,0,0
150,voltwatt,8,0.524795793307557,0.466516495768404,0.997102036458416,1.03176210707823,0.00604345291942305,76.4151323349043,0,23.6319120166445,0
150,voltwatt,9,0.519603088401661,0.683020128377198,0.997493834426037,1.04480511652249,0.013478841906932,115.076693275908,0,572.408472921821,0
150,voltwatt,10,0.512529042302071,1,0.997900071718924,1.0556433132622,0.0205376854303897,160.361083521446,3,1674.09526055072,0
150,voltwatt,11,0.505305990015821,1,0.997952157472565,1.05578046290477,0.0206930734452885,159.691767853916,3,1688.00976838654,0
150,voltwatt,12,0.50064182377663,1,0.997985786049469,1.05586899911117,0.0207933749836261,159.265174997725,3,1696.99219625177,0
150,voltwatt,13,0.50064182377663,1,0.997985786049469,1.05586899911117,0.0207933749836261,159.265174997725,3,1696.99219625177,0
150,voltwatt,14,0.505305990015821,1,0.997952157472565,1.05578046290477,0.0206930734452885,159.691767853916,3,1688.00976838654,0
150,voltwatt,15,0.512529042302071,0.683020128377198,0.997546904206825,1.0449957717773,0.0137042726806637,114.638945487099,0,582.193281696801,0
150,voltwatt,16,0.519603088401661,0.466516495768404,0.997142617364963,1.03199280185972,0.00610743978951124,76.208807739716,0,27.8604653333201,0
150,voltwatt,17,0.524795793307557,0.226097548585906,0.977303082092122,1,0.0108508545096004,26.7944588890207,0,0,0
150,voltwatt,18,0.527808874421146,3.13914904970333e-18,0.951296761268219,1,0.0277687074631845,54.5897391499199,0,0,0
150,voltwatt,19,0.529224034259796,0,0.951160424442476,1,0.0278461845891152,54.8942810472785,0,0,0
150,voltwatt,20,0.52976885719901,0,0.951107927126702,1,0.0278760172261601,55.0117703053834,0,0,0
150,voltwatt,21,0.529942086375913,0,0.951091234300045,1,0.027885503208516,55.0491549820024,0,0,0
150,voltwatt,22,0.529987794834851,0,0.951086829626831,1,0.0278880062351836,55.0590216312241,0,0,0
150,voltwatt,23,0.529997836439101,0,0.951085861967872,1,0.0278885561228019,55.0611893443371,0,0,0
150,hybrid,0,0.529999959541694,0,0.968029051077539,1,0.0193194323234339,39.2791029999353,0,0,751.265555714734
150,hybrid,1,0.52999967740537,0,0.968029062612161,1,0.0193194255523285,39.2790590334702,0,0,751.264783464996
150,hybrid,2,0.529997836439101,0,0.968029137876648,1,0.0193193813702311,39.2787721489607,0,0,751.259744462836
150,hybrid,3,0.529987794834851,0,0.968029548408672,1,0.0193191403778756,39.2772073547982,0,0,751.232259095858
150,hybrid,4,0.529942086375913,0,0.968031417105813,1,0.0193180434067816,39.2700851060054,0,0,751.107148604768
150,hybrid,5,0.52976885719901,0,0.968038499125265,1,0.019313886086178,39.2431008898267,0,0,750.633001471357
150,hybrid,6,0.529224034259796,0,0.968060771724409,1,0.0193008115057126,39.1583173264999,0,0,749.141818720294
150,hybrid,7,0.527808874421146,0.226097548585906,0.977846495196724,1,0.0107162500933206,26.3729032805683,0,0,16.9807655185779
150,hybrid,8,0.524795793307557,0.466516495768404,0.997011254499939,1.02417380604689,0.0049940695854969,93.3760529805572,0,0.184783628200211,-267.731066658222
150,hybrid,9,0.519603088401661,0.683020128377198,0.9973931076648,1.03259941029492,0.00989446420533725,251.605220111825,0,80.1663277106972,-943.333499121175
150,hybrid,10,0.512529042302071,1,0.997788069256051,1.04137023457708,0.016130012485054,453.587966336423,0,696.521607350435,-1515.77037522221
150,hybrid,11,0.505305990015821,1,0.997839458126882,1.04143027054282,0.0162465801074338,454.419188315281,0,704.035039394232,-1526.70931005875
